city_development_index,gender,relevent_experience,enrolled_university,education_level,experience,company_size,last_new_job,training_hours,target
0.92,Male,Has relevent experience,no_enrollment,Graduate,13,10000+,2,42,0
0.763,Female,No relevent experience,Full time course,High School,2,,never,51,1
0.754,Female,No relevent experience,no_enrollment,Masters,16,,>4,56,0
0.913,Male,Has relevent experience,no_enrollment,Masters,16,100-500,2,17,0
0.92,,No relevent experience,no_enrollment,Graduate,>20,10000+,>4,46,0
0.91,Male,Has relevent experience,no_enrollment,Masters,17,50-99,1,61,0
0.92,Male,Has relevent experience,no_enrollment,Masters,18,5000-9999,1,11,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,5000-9999,1,106,0
0.92,,Has relevent experience,no_enrollment,Masters,15,Oct-49,2,236,0
0.866,Male,Has relevent experience,no_enrollment,Graduate,16,<10,1,58,0
0.91,Male,No relevent experience,,High School,10,,never,42,0
0.789,Male,Has relevent experience,no_enrollment,Graduate,7,50-99,1,26,0
0.926,Male,Has relevent experience,Full time course,Graduate,>20,Oct-49,2,37,0
0.895,Male,Has relevent experience,no_enrollment,Masters,>20,Oct-49,>4,20,0
0.926,,Has relevent experience,no_enrollment,High School,10,<10,1,85,0
0.92,,Has relevent experience,Part time course,Masters,3,,1,40,1
0.92,Female,No relevent experience,Full time course,Masters,12,10000+,2,155,0
0.91,Female,Has relevent experience,no_enrollment,Graduate,2,50-99,1,147,0
0.804,Male,No relevent experience,no_enrollment,Phd,20,Oct-49,2,188,0
0.92,Male,Has relevent experience,no_enrollment,Phd,18,Oct-49,1,174,1
0.479,,No relevent experience,Full time course,,3,,,155,0
0.698,,No relevent experience,no_enrollment,Graduate,2,,1,31,1
0.802,Male,No relevent experience,no_enrollment,High School,<1,,2,40,1
0.55,Male,Has relevent experience,Full time course,Masters,3,,1,67,0
0.624,Female,Has relevent experience,Full time course,Masters,8,500-999,2,69,1
0.624,Male,Has relevent experience,Full time course,Graduate,<1,500-999,1,24,0
0.878,Male,Has relevent experience,no_enrollment,Graduate,>20,100-500,>4,36,0
0.92,Male,Has relevent experience,Full time course,Masters,8,,never,125,1
0.939,Male,No relevent experience,no_enrollment,Masters,4,,1,18,0
0.743,,Has relevent experience,Part time course,Graduate,4,<10,,334,1
0.897,Male,Has relevent experience,Full time course,Masters,9,,1,17,0
0.91,Male,Has relevent experience,Full time course,Graduate,2,Oct-49,1,36,0
0.698,Female,Has relevent experience,no_enrollment,Graduate,4,Oct-49,4,4,0
0.92,Male,No relevent experience,no_enrollment,Graduate,>20,10000+,4,102,0
0.84,Male,Has relevent experience,no_enrollment,Graduate,>20,,>4,47,0
0.698,Male,No relevent experience,Full time course,High School,2,,never,13,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,,>4,77,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,14,50-99,>4,14,0
0.666,Male,Has relevent experience,Full time course,Masters,10,,1,38,0
0.92,Male,No relevent experience,no_enrollment,High School,3,,1,70,0
0.624,,Has relevent experience,Full time course,Graduate,10,50-99,,40,1
0.92,Male,Has relevent experience,Full time course,Graduate,4,100-500,2,80,0
0.738,Male,No relevent experience,Full time course,Graduate,10,,never,48,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,5,Oct-49,4,156,1
0.624,,Has relevent experience,Full time course,Masters,7,100-500,4,75,0
0.754,,Has relevent experience,no_enrollment,Masters,,50-99,,5,0
0.624,Female,No relevent experience,Full time course,,3,,1,78,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,10000+,3,2,0
0.926,,Has relevent experience,no_enrollment,Masters,3,50-99,1,7,1
0.92,Male,Has relevent experience,no_enrollment,Masters,>20,10000+,>4,24,0
0.624,,Has relevent experience,Full time course,Graduate,1,50-99,never,83,0
0.92,,No relevent experience,no_enrollment,Phd,15,10000+,2,148,0
0.926,Male,Has relevent experience,no_enrollment,Graduate,9,1000-4999,>4,78,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,10000+,>4,78,0
0.884,Male,Has relevent experience,no_enrollment,Graduate,1,,1,62,1
0.92,Female,No relevent experience,Full time course,Graduate,6,,1,46,1
0.762,Male,Has relevent experience,no_enrollment,Graduate,10,1000-4999,4,83,0
0.91,Male,Has relevent experience,no_enrollment,Masters,17,1000-4999,>4,18,0
0.878,Male,No relevent experience,Full time course,Graduate,4,,1,124,1
0.92,Male,Has relevent experience,no_enrollment,Masters,>20,5000-9999,1,64,0
0.92,Male,Has relevent experience,no_enrollment,Masters,15,100-500,2,106,0
0.624,Male,Has relevent experience,Full time course,Graduate,3,Oct-49,1,22,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,,>4,29,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,7,1000-4999,4,4,1
0.624,Male,No relevent experience,no_enrollment,Graduate,<1,,never,128,1
0.91,Male,Has relevent experience,no_enrollment,Graduate,16,Oct-49,3,202,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,10,50-99,3,5,0
0.91,Male,No relevent experience,no_enrollment,Graduate,19,1000-4999,1,56,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,9,100-500,>4,27,0
0.939,,Has relevent experience,no_enrollment,Graduate,16,500-999,2,100,0
0.913,Male,Has relevent experience,no_enrollment,Graduate,>20,10000+,4,78,0
0.92,,Has relevent experience,no_enrollment,Graduate,15,<10,1,116,0
0.926,Male,Has relevent experience,no_enrollment,Graduate,4,<10,4,16,1
0.754,Female,Has relevent experience,Part time course,Graduate,6,50-99,2,105,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,>20,Oct-49,>4,22,0
0.836,Male,Has relevent experience,no_enrollment,High School,>20,100-500,>4,214,0
0.91,Male,No relevent experience,,,2,,never,78,0
0.689,,Has relevent experience,Full time course,Graduate,9,100-500,4,32,0
0.827,Male,Has relevent experience,no_enrollment,High School,8,100-500,>4,14,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,6,Oct-49,2,23,0
0.624,,No relevent experience,no_enrollment,,5,,1,77,0
0.624,,No relevent experience,,High School,2,,never,43,0
0.794,Male,Has relevent experience,no_enrollment,Masters,19,50-99,1,79,0
0.555,,No relevent experience,Part time course,Graduate,11,,>4,140,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,16,100-500,>4,228,1
0.91,Male,Has relevent experience,no_enrollment,Graduate,11,100-500,1,43,0
0.91,Male,Has relevent experience,no_enrollment,Masters,6,10000+,1,9,0
0.92,,Has relevent experience,no_enrollment,,17,100-500,4,32,0
0.926,Male,No relevent experience,Full time course,High School,3,Oct-49,3,96,0
0.926,Male,No relevent experience,no_enrollment,Masters,>20,10000+,>4,308,0
0.923,Male,Has relevent experience,no_enrollment,Graduate,>20,,1,125,1
0.91,Male,No relevent experience,no_enrollment,Graduate,2,Oct-49,1,140,0
0.91,,Has relevent experience,no_enrollment,Graduate,6,10000+,1,40,1
0.878,,Has relevent experience,Full time course,High School,8,,1,142,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,3,100-500,3,77,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,,3,7,1
0.92,Male,Has relevent experience,no_enrollment,Masters,17,Oct-49,>4,85,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,>20,<10,>4,40,0
0.92,Male,No relevent experience,no_enrollment,Masters,>20,1000-4999,>4,132,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,7,<10,>4,19,0
0.722,Male,No relevent experience,Full time course,High School,2,500-999,never,28,0
0.802,Male,Has relevent experience,no_enrollment,Graduate,11,,never,86,0
0.691,,Has relevent experience,no_enrollment,Graduate,,100-500,1,56,0
0.884,Male,Has relevent experience,Part time course,Graduate,9,Oct-49,3,65,0
0.624,,Has relevent experience,no_enrollment,High School,3,,1,27,1
0.926,Male,Has relevent experience,no_enrollment,High School,18,500-999,>4,116,1
0.92,Male,Has relevent experience,Full time course,Graduate,10,500-999,2,21,0
0.762,Male,No relevent experience,no_enrollment,Masters,3,500-999,2,5,0
0.91,Female,No relevent experience,no_enrollment,Graduate,3,50-99,2,3,0
0.804,,Has relevent experience,no_enrollment,Masters,15,1000-4999,1,11,0
0.939,Male,Has relevent experience,no_enrollment,Graduate,>20,,1,32,0
0.827,Male,Has relevent experience,no_enrollment,Graduate,5,Oct-49,1,94,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,16,5000-9999,>4,7,0
0.682,Male,No relevent experience,Full time course,High School,8,,1,50,0
0.887,Male,Has relevent experience,Part time course,Graduate,>20,,1,94,1
0.743,,Has relevent experience,no_enrollment,High School,6,500-999,1,24,0
0.493,Other,Has relevent experience,Full time course,Phd,>20,,1,18,0
0.92,,Has relevent experience,no_enrollment,Graduate,4,,1,23,1
0.649,Male,No relevent experience,no_enrollment,Graduate,12,100-500,2,10,1
0.866,Other,Has relevent experience,no_enrollment,Graduate,15,100-500,1,24,0
0.689,Male,Has relevent experience,no_enrollment,Graduate,6,500-999,never,4,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,3,100-500,1,67,1
0.698,Male,No relevent experience,Full time course,Graduate,3,,1,4,1
0.926,,No relevent experience,no_enrollment,Masters,14,,never,101,0
0.563,,No relevent experience,Part time course,Graduate,2,50-99,1,140,1
0.89,Male,No relevent experience,Full time course,High School,6,,never,32,0
0.624,,Has relevent experience,Part time course,High School,1,<10,never,10,1
0.92,Male,No relevent experience,Part time course,Graduate,14,10000+,>4,50,0
0.91,Male,No relevent experience,,,6,,never,6,0
0.92,Male,Has relevent experience,no_enrollment,Masters,>20,100-500,1,6,0
0.767,Male,Has relevent experience,Full time course,Masters,>20,,>4,30,0
0.939,Male,No relevent experience,Part time course,Graduate,>20,50-99,1,122,0
0.92,Male,No relevent experience,no_enrollment,Masters,14,,1,5,1
0.742,Male,No relevent experience,Full time course,Graduate,2,,never,220,1
0.92,,Has relevent experience,Part time course,Graduate,6,,never,58,1
0.91,Male,Has relevent experience,no_enrollment,Masters,9,Oct-49,2,28,0
0.897,,No relevent experience,Full time course,Masters,7,,1,30,0
0.527,,No relevent experience,Full time course,High School,4,,never,178,1
0.624,Male,Has relevent experience,no_enrollment,Graduate,17,50-99,1,92,0
0.92,Male,Has relevent experience,no_enrollment,Masters,13,10000+,2,22,0
0.91,Male,Has relevent experience,no_enrollment,High School,>20,10000+,1,44,0
0.92,,No relevent experience,no_enrollment,Graduate,8,10000+,,104,0
0.924,Other,No relevent experience,Full time course,High School,3,,1,22,1
0.91,Male,Has relevent experience,no_enrollment,Graduate,8,5000-9999,1,45,0
0.624,Male,Has relevent experience,no_enrollment,Masters,>20,100-500,2,43,1
0.743,Male,Has relevent experience,no_enrollment,Masters,12,100-500,2,182,0
0.92,Male,No relevent experience,Full time course,High School,2,500-999,1,28,1
0.624,Male,Has relevent experience,no_enrollment,Masters,15,50-99,3,57,0
0.624,Male,Has relevent experience,Full time course,Masters,10,<10,1,110,1
0.92,Male,No relevent experience,no_enrollment,Graduate,7,50-99,1,3,0
0.923,Male,Has relevent experience,no_enrollment,Graduate,4,50-99,1,17,1
0.624,Male,Has relevent experience,,Graduate,3,Oct-49,1,15,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,50-99,>4,151,0
0.624,Male,No relevent experience,no_enrollment,High School,5,,never,51,1
0.624,Male,Has relevent experience,no_enrollment,Graduate,5,500-999,1,46,1
0.624,Female,Has relevent experience,no_enrollment,Masters,8,<10,1,17,0
0.92,Male,Has relevent experience,no_enrollment,Masters,>20,,1,17,0
0.848,Male,Has relevent experience,no_enrollment,Graduate,10,<10,1,39,0
0.92,Male,Has relevent experience,no_enrollment,Masters,9,500-999,3,182,0
0.624,Male,No relevent experience,Full time course,High School,3,,1,56,0
0.92,,No relevent experience,Part time course,Graduate,2,50-99,2,40,0
0.893,Male,Has relevent experience,no_enrollment,High School,9,100-500,4,31,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,7,,1,63,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,,2,154,0
0.91,Male,Has relevent experience,no_enrollment,Masters,18,Oct-49,1,41,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,18,Oct-49,>4,152,1
0.804,Male,Has relevent experience,no_enrollment,Masters,11,50-99,2,21,0
0.804,Male,Has relevent experience,no_enrollment,Graduate,8,1000-4999,1,86,0
0.624,,Has relevent experience,no_enrollment,Masters,5,100-500,1,21,0
0.899,Male,Has relevent experience,Part time course,Primary School,11,5000-9999,1,178,0
0.624,,Has relevent experience,no_enrollment,Masters,8,100-500,2,36,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,>20,10000+,>4,58,1
0.903,,Has relevent experience,no_enrollment,Masters,19,<10,2,23,1
0.92,,Has relevent experience,no_enrollment,Graduate,17,50-99,2,89,0
0.924,Male,Has relevent experience,no_enrollment,Masters,15,1000-4999,4,116,1
0.743,Male,Has relevent experience,no_enrollment,Masters,>20,10000+,1,6,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,4,1000-4999,4,20,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,50-99,2,20,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,10,100-500,2,119,1
0.939,,No relevent experience,,Masters,10,,never,13,0
0.913,Male,Has relevent experience,no_enrollment,Masters,>20,100-500,3,10,0
0.624,,Has relevent experience,Full time course,Graduate,3,50-99,1,27,0
0.624,Male,No relevent experience,Full time course,High School,1,,never,26,1
0.92,,No relevent experience,no_enrollment,Masters,9,,2,91,1
0.92,Other,Has relevent experience,no_enrollment,Graduate,>20,50-99,>4,78,0
0.698,Male,Has relevent experience,Part time course,Graduate,9,50-99,1,166,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,6,50-99,1,36,1
0.92,Male,Has relevent experience,no_enrollment,Masters,>20,100-500,1,28,0
0.92,Male,Has relevent experience,no_enrollment,Masters,>20,10000+,>4,19,0
0.682,Male,Has relevent experience,no_enrollment,Graduate,9,,1,66,0
0.92,Male,Has relevent experience,no_enrollment,Masters,>20,10000+,4,10,0
0.91,Male,No relevent experience,no_enrollment,Phd,>20,1000-4999,>4,13,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,16,100-500,>4,90,0
0.887,Male,Has relevent experience,no_enrollment,Masters,>20,,>4,8,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,500-999,2,4,0
0.926,Male,Has relevent experience,no_enrollment,Graduate,5,10000+,never,106,0
0.624,Male,Has relevent experience,no_enrollment,Masters,3,50-99,1,10,0
0.804,Male,Has relevent experience,no_enrollment,Masters,16,,2,12,1
0.624,,Has relevent experience,no_enrollment,Graduate,18,10000+,>4,15,1
0.949,Male,Has relevent experience,no_enrollment,High School,>20,500-999,>4,33,0
0.926,Male,Has relevent experience,no_enrollment,Masters,>20,50-99,>4,4,0
0.725,Male,Has relevent experience,no_enrollment,Graduate,9,,2,88,1
0.92,Male,Has relevent experience,no_enrollment,Masters,10,10000+,1,92,0
0.624,,Has relevent experience,Full time course,Graduate,2,,1,143,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,16,10000+,1,48,0
0.776,Male,Has relevent experience,no_enrollment,Graduate,4,,2,89,1
0.92,,No relevent experience,Full time course,Graduate,5,Oct-49,1,36,1
0.926,Male,Has relevent experience,no_enrollment,Masters,15,50-99,1,46,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,10,100-500,>4,2,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,9,50-99,2,62,0
0.558,Male,No relevent experience,no_enrollment,Graduate,4,50-99,1,53,1
0.802,Male,No relevent experience,no_enrollment,Graduate,4,,never,52,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,7,50-99,3,52,0
0.92,Male,Has relevent experience,no_enrollment,Masters,9,100-500,1,96,0
0.624,Male,No relevent experience,Part time course,Graduate,7,,never,24,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,100-500,>4,55,0
0.55,,Has relevent experience,no_enrollment,Graduate,8,<10,never,129,0
0.939,Male,No relevent experience,Part time course,Graduate,14,,>4,334,1
0.926,Male,Has relevent experience,no_enrollment,Masters,11,50-99,3,41,0
0.624,,No relevent experience,no_enrollment,Masters,7,10000+,1,25,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,17,10000+,1,10,0
0.624,,Has relevent experience,Full time course,Masters,2,,1,45,1
0.743,Male,Has relevent experience,no_enrollment,Graduate,5,,1,158,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,6,50-99,,87,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,6,100-500,4,57,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,10000+,2,25,0
0.624,,Has relevent experience,no_enrollment,Graduate,17,5000-9999,2,47,1
0.939,Male,Has relevent experience,no_enrollment,Graduate,>20,500-999,never,55,0
0.926,Male,Has relevent experience,no_enrollment,Graduate,6,100-500,1,32,0
0.92,Male,Has relevent experience,Full time course,Phd,14,,1,29,0
0.893,Male,Has relevent experience,no_enrollment,Graduate,6,100-500,never,88,0
0.855,Male,Has relevent experience,no_enrollment,Graduate,>20,100-500,4,11,0
0.666,,Has relevent experience,no_enrollment,Graduate,9,100-500,never,23,0
0.92,,Has relevent experience,no_enrollment,Masters,10,10000+,4,178,0
0.624,Male,No relevent experience,Full time course,High School,10,,1,109,1
0.915,Male,Has relevent experience,no_enrollment,High School,2,,1,39,0
0.83,Male,Has relevent experience,no_enrollment,Graduate,14,Oct-49,>4,19,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,7,50-99,>4,146,0
0.479,,No relevent experience,,Primary School,2,,never,167,0
0.926,Male,Has relevent experience,Part time course,High School,15,<10,1,34,0
0.884,Male,Has relevent experience,Part time course,Graduate,7,100-500,1,28,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,3,10000+,1,13,1
0.624,Male,Has relevent experience,no_enrollment,Graduate,4,Oct-49,2,42,0
0.925,Male,Has relevent experience,no_enrollment,Graduate,5,100-500,1,64,0
0.91,Male,Has relevent experience,no_enrollment,Masters,>20,10000+,never,16,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,9,100-500,1,250,0
0.926,Male,Has relevent experience,no_enrollment,Graduate,13,50-99,1,84,0
0.884,Male,Has relevent experience,Part time course,Graduate,17,50-99,2,4,0
0.802,Male,No relevent experience,no_enrollment,Graduate,3,,never,61,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,6,10000+,1,14,0
0.91,,Has relevent experience,no_enrollment,Masters,4,,1,18,0
0.926,Male,Has relevent experience,no_enrollment,Graduate,17,100-500,1,246,0
0.527,Female,Has relevent experience,no_enrollment,Masters,10,<10,2,18,1
0.754,Male,Has relevent experience,no_enrollment,Graduate,12,100-500,>4,57,0
0.802,,Has relevent experience,Full time course,Graduate,4,,1,129,0
0.796,,Has relevent experience,no_enrollment,Masters,6,1000-4999,1,35,0
0.91,Male,Has relevent experience,no_enrollment,Primary School,>20,,2,90,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,,>4,21,1
0.804,Male,Has relevent experience,no_enrollment,Graduate,17,50-99,1,57,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,>20,10000+,>4,4,1
0.624,Male,No relevent experience,Full time course,High School,4,,never,10,0
0.754,Male,Has relevent experience,no_enrollment,Graduate,16,50-99,never,232,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,1,<10,1,125,0
0.738,Male,No relevent experience,no_enrollment,,2,,never,68,0
0.887,Male,Has relevent experience,Part time course,High School,1,500-999,1,166,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,10,5000-9999,2,47,1
0.624,Male,Has relevent experience,Full time course,Masters,8,10000+,4,122,0
0.848,Male,Has relevent experience,no_enrollment,Graduate,15,50-99,4,336,1
0.91,,No relevent experience,Full time course,Masters,3,,>4,12,1
0.92,Male,Has relevent experience,Part time course,Graduate,3,500-999,3,37,0
0.92,Male,No relevent experience,no_enrollment,Masters,16,100-500,>4,63,0
0.887,Male,Has relevent experience,no_enrollment,Masters,>20,,>4,41,0
0.624,,Has relevent experience,Full time course,Graduate,4,Oct-49,1,6,1
0.698,Female,Has relevent experience,Full time course,Graduate,5,10000+,never,17,0
0.624,Male,Has relevent experience,Part time course,Graduate,11,<10,2,22,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,12,500-999,1,58,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,100-500,1,92,0
0.92,Male,Has relevent experience,Full time course,Graduate,8,,2,54,1
0.92,,Has relevent experience,no_enrollment,Graduate,3,100-500,2,106,0
0.855,,Has relevent experience,Full time course,Masters,15,100-500,never,19,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,5,,1,200,1
0.926,Male,Has relevent experience,no_enrollment,Graduate,16,50-99,1,110,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,10,100-500,never,17,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,7,50-99,1,316,0
0.92,Female,No relevent experience,no_enrollment,Graduate,2,100-500,2,35,1
0.939,Male,Has relevent experience,no_enrollment,Graduate,>20,100-500,3,40,0
0.689,Male,Has relevent experience,no_enrollment,Graduate,4,,4,72,1
0.91,Male,No relevent experience,Full time course,Masters,10,,2,48,0
0.855,,Has relevent experience,no_enrollment,Graduate,17,100-500,2,150,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,100-500,4,12,0
0.92,,Has relevent experience,no_enrollment,Masters,18,500-999,>4,45,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,,3,112,1
0.698,Male,Has relevent experience,Full time course,Graduate,7,,2,14,0
0.92,,Has relevent experience,no_enrollment,Graduate,19,,1,6,0
0.926,Male,Has relevent experience,no_enrollment,Masters,10,50-99,1,47,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,10000+,1,166,0
0.624,Female,Has relevent experience,Full time course,Masters,<1,Oct-49,1,54,1
0.91,Male,Has relevent experience,no_enrollment,High School,5,50-99,1,34,0
0.743,Male,Has relevent experience,no_enrollment,Graduate,>20,50-99,1,20,0
0.92,Male,Has relevent experience,no_enrollment,Masters,>20,100-500,2,48,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,14,50-99,2,35,0
0.624,,No relevent experience,no_enrollment,,2,,never,7,1
0.92,Male,Has relevent experience,Full time course,Graduate,8,50-99,3,106,0
0.895,,Has relevent experience,no_enrollment,Graduate,4,50-99,1,124,0
0.939,Male,Has relevent experience,Part time course,Graduate,8,100-500,4,29,0
0.92,,Has relevent experience,no_enrollment,Graduate,5,1000-4999,1,11,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,19,10000+,2,12,0
0.92,Female,Has relevent experience,no_enrollment,Masters,15,100-500,>4,70,0
0.91,,Has relevent experience,no_enrollment,Graduate,>20,5000-9999,>4,41,0
0.624,Male,No relevent experience,no_enrollment,Graduate,7,100-500,1,78,1
0.624,Male,Has relevent experience,no_enrollment,Graduate,11,10000+,2,148,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,13,100-500,2,56,0
0.689,Male,Has relevent experience,Full time course,Graduate,5,100-500,4,18,0
0.855,Female,Has relevent experience,no_enrollment,Graduate,2,50-99,1,44,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,>20,50-99,>4,111,0
0.939,,No relevent experience,Full time course,High School,4,,,2,0
0.899,Male,Has relevent experience,no_enrollment,Masters,13,100-500,3,59,0
0.926,Female,Has relevent experience,no_enrollment,Masters,2,<10,1,33,1
0.624,Male,Has relevent experience,Full time course,Graduate,<1,50-99,1,32,1
0.92,Male,No relevent experience,Full time course,High School,6,,1,45,1
0.91,Male,Has relevent experience,no_enrollment,Masters,7,<10,2,129,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,100-500,1,44,0
0.855,Female,Has relevent experience,Full time course,Graduate,5,,1,158,1
0.878,,No relevent experience,no_enrollment,Masters,1,,,18,1
0.91,Male,No relevent experience,,,4,,never,133,0
0.897,Male,Has relevent experience,no_enrollment,Masters,3,<10,never,42,0
0.939,Male,Has relevent experience,no_enrollment,Masters,>20,Oct-49,1,57,0
0.843,Male,Has relevent experience,no_enrollment,Graduate,15,500-999,4,158,0
0.887,Male,No relevent experience,Full time course,High School,6,,never,18,0
0.926,Male,No relevent experience,Full time course,Graduate,7,5000-9999,never,9,0
0.939,Female,No relevent experience,Full time course,High School,6,,never,70,0
0.89,Male,Has relevent experience,no_enrollment,High School,>20,<10,2,148,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,5,<10,3,290,0
0.89,Male,Has relevent experience,no_enrollment,Masters,13,50-99,3,75,0
0.887,Male,Has relevent experience,no_enrollment,High School,>20,<10,>4,6,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,6,50-99,1,26,1
0.915,Female,No relevent experience,Full time course,Graduate,1,,1,40,0
0.91,Male,Has relevent experience,Part time course,Graduate,4,500-999,4,18,0
0.903,Male,No relevent experience,no_enrollment,,6,,never,178,1
0.939,Male,No relevent experience,Full time course,High School,4,,never,40,0
0.624,,Has relevent experience,no_enrollment,Graduate,5,100-500,4,14,1
0.698,,No relevent experience,no_enrollment,,<1,,,40,0
0.624,,Has relevent experience,no_enrollment,Graduate,4,50-99,1,34,0
0.926,Male,Has relevent experience,no_enrollment,Masters,16,500-999,>4,58,0
0.579,,No relevent experience,Part time course,Primary School,11,100-500,1,14,1
0.624,,No relevent experience,Full time course,Masters,2,1000-4999,2,76,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,11,100-500,2,190,0
0.939,,Has relevent experience,Part time course,High School,>20,Oct-49,2,51,0
0.698,Male,No relevent experience,Full time course,Graduate,3,,never,15,0
0.92,Male,No relevent experience,no_enrollment,Graduate,11,100-500,>4,126,0
0.624,Male,No relevent experience,Full time course,Masters,2,Oct-49,1,174,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,>20,<10,>4,124,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,3,10000+,1,48,1
0.893,Male,No relevent experience,Full time course,Graduate,8,<10,never,312,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,6,50-99,4,312,0
0.698,,No relevent experience,no_enrollment,Primary School,<1,,1,198,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,4,1000-4999,1,102,0
0.91,Male,No relevent experience,Full time course,Graduate,4,50-99,1,32,0
0.913,Male,Has relevent experience,no_enrollment,Graduate,12,50-99,3,15,0
0.763,,Has relevent experience,no_enrollment,High School,3,,1,6,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,6,100-500,1,20,0
0.923,Male,Has relevent experience,no_enrollment,Masters,>20,50-99,>4,26,0
0.91,Male,Has relevent experience,no_enrollment,Masters,>20,100-500,2,12,0
0.92,Male,Has relevent experience,no_enrollment,Masters,>20,50-99,1,102,0
0.923,,Has relevent experience,no_enrollment,Masters,>20,100-500,1,121,0
0.91,Male,No relevent experience,,Primary School,3,,never,94,0
0.926,Male,Has relevent experience,no_enrollment,Graduate,14,50-99,1,32,0
0.804,,Has relevent experience,Part time course,Graduate,10,50-99,1,73,0
0.92,,No relevent experience,no_enrollment,Graduate,18,1000-4999,1,80,0
0.939,Male,Has relevent experience,no_enrollment,Masters,18,5000-9999,1,60,0
0.722,Male,Has relevent experience,no_enrollment,Graduate,2,,1,13,1
0.92,Male,No relevent experience,no_enrollment,Graduate,8,100-500,1,41,0
0.794,Male,Has relevent experience,no_enrollment,Graduate,17,<10,4,118,0
0.92,Male,Has relevent experience,no_enrollment,,10,50-99,>4,20,0
0.74,Male,No relevent experience,no_enrollment,Masters,14,1000-4999,1,196,1
0.55,,Has relevent experience,Full time course,Graduate,1,Oct-49,1,25,0
0.92,Male,Has relevent experience,no_enrollment,Masters,3,50-99,2,28,0
0.897,Male,Has relevent experience,Part time course,Masters,7,50-99,1,65,0
0.92,Male,No relevent experience,no_enrollment,Graduate,3,100-500,1,9,0
